;quote;author;book;category
11844;You must firmly, absolutely and ruthlessly protect your safety and sanity.;Bryant McGill; Simple Reminders: Inspiration for Living Your Best Life;philosophy
5019;Religion separate people while the issues of life that all people share in common, bring them together.;Ellen J. Barrier; How to Trust God When All Other Resources Have Failed;philosophy
7380;If love goes too far, it turns into cruelty.;Haruo Shirane; Early Modern Japanese Literature: An Anthology, 1600-1900;philosophy
3985;People think that to love is simple, but that to find the right object to love - or to be loved by - is difficult.;Erich Fromm; The Art of Loving;philosophy
7512;Perhaps my greatest wisdom is the knowledge that I do not know.;John Steinbeck; Travels with Charley: In Search of America;philosophy
10550;I live every day as if I can die any moment.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
4867;We can leave the rat race to rodents... but I suspect that even they wouldn't like it;Adriano Bulla; New Age Spirit;philosophy
9956;Life is a gracious sacred-breathe.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
9805;You can overcome every hurdle with positive attitude.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;philosophy
7250;But goodness alone is never enough. A hard, cold wisdom is required for goodness to accomplish good. Goodness without wisdom always accomplishes evil.;Robert A. Heinlein; Stranger in a Strange Land;philosophy
9765;I have only dwelt in my thoughts.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
7344;The compassionate person does not require other people to be stupid, in order to be intelligent. Their intelligence is for everyone, so as to have a world in which there is less ignorance. (118);Jean-Yves Leloup; Compassion and Meditation: The Spiritual Dynamic between Buddhism and Christianity;philosophy
11183;When you are still fragmentated, lacking certainty — what difference does it make what your decisions are?;Idries Shah; The Sufis;philosophy
4805;Anyway, that's the past, and what matters is the future. That's how life works, because it's short and precious and kind of doubtful.;Terry Brooks; Witch Wraith;philosophy
202;Problems that remain persistently insoluble should always be suspected as questions asked in the wrong way.;Alan W. Watts; The Book on the Taboo Against Knowing Who You Are;philosophy
1583;"We need the wisdom to accept the fact that this world abounds with issues we cannot solve; and we need to part ways with those people, ideas and things that are a vexation to the soul.";Janvier Chouteu-Chando; The Girl on the Trail;philosophy
9211;May you love blossom like a lily.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
9325;A creative mind is a spark of divinity.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;philosophy
4102;When one is different, the answers have to come from within.;Damian Maher; This One Thing;philosophy
3850;Philosophy defines our world. I see my life in terms of great words.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
11405;The language of nature is silence.;Bryant McGill; Simple Reminders: Inspiration for Living Your Best Life;philosophy
1982;Learn to hear your inner voice, be led by your heart and never stop giving back – this way you shall always walk the right path and shall never be walking alone.;Aleksej Metelko; Intuition Quotes and Reflections: World`s Largest Treasury of Intuition Sayings;philosophy
4812;The confusion is always created within the illusion.;Steven Redhead; Life Is Simply A Game;philosophy
8362;The truest knowledge is to know thy Creator and thy self.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;philosophy
6039;The existence of broccoli does not in any way affect the taste of chocolate.;John Green; The Fault in Our Stars;philosophy
2514;Blind minds are worst than blind eyes. That you have eyes does not mean that you have vision. Visionaries do not look they see whlie people look.;Patience Johnson; Why Does an Orderly God Allow Disorder;philosophy
3686;The greatest achievement is sacred-self-victory.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
5119;Drink from the fountain of youth and cloak yourself in the garments of wisdom.;Truth Devour; Wantin;philosophy
9711;The strength of will is the grace of survival.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
9067;With silence comes mindfulness, and thus we become better at choosing our words with kind intent before we express them.;Alaric Hutchinson; Living Peace;philosophy
6448;It's in out-of-the-ordinary situations - especially situations of challenge or adversity - that the most important differences between people shine through.;Gregory Bassham; The Ultimate Harry Potter and Philosophy: Hogwarts for Muggles;philosophy
9666;May we have equal concern for each other to create a unified world.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
4623;"The divinity of the soul; life, light and love.";Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;philosophy
7685;Travel Moulds A Man,People Mould His Wisdom And Experiences Mould His LIFE...!;Sujit Lalwani; Life Simplified!;philosophy
7764;Fettered feet in the presence of friends is better than living in a garden with strangers.;Idries Shah; The Sufis;philosophy
3280;We can all rise to a higher divine-self with encouragement.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
3389;The Bible, sacred writings.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
878;The best ship, the best culture, the best knowledge, is the one which allows us to go farther, explore more territories or oceans of reality, and have the least damaging leaks possible.;Jesus Zamora Bonilla; Galloping with Light - Einstein, Relativity, and Folklore;philosophy
11895;The fruit of timidity is neither gain nor loss.;Idries Shah; The Dermis Probe;philosophy
10057;Wise individuals frequently say very little, but what they do say hits the mark. Such remarks often remain in the mind of the recipient for a long time, possibly a lifetime.;Donna Goddard; The Love of Being Loving;philosophy
11593;The Sufis have said: ‘The importance of something is in inverse proportion to its attractiveness.;Idries Shah; Seeker After Truth;philosophy
9495;Life’s challenges are inevitable. We have to prepare mentally by renewing our mind with inspiration daily to be able to cope when the situation arise.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;philosophy
2690;Is the world really beautified by the fact that man thinks it beautiful? He has humanized it, that is all.;Friedrich Nietzsche; Twilight of the Idols/The Anti-Christ;philosophy
10376;In great humility, we find our strength.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;philosophy
7039;There are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man.;Patrick Rothfuss; The Wise Man's Fear;philosophy
1555;A man has a hard time feeling fulfilled when he lives a life that does not serve a purpose that is more than himself.;Janvier Chouteu-Chando; Me Before Them;philosophy
2108;The size of a plane does not change the weather but it will get you above it. The size of your faith may not change your situation but it will get you over it.;Patience Johnson; Why Does an Orderly God Allow Disorder;philosophy
11685;You must nurture the force within you. You are the only person that can behold the divine force for your divine purpose.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
9574;If we understand we need each other, we will keep together.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;philosophy
10215;"Wisdom's Way to Wonder?Yes, Your Majesty? Wiseoneder, What say you of days and nights?Days and nights, Your Majesty, appear to the bright to be filled with light; Light being dark way out of sight.";Richard Mc Sweeney; A Green Desert Father;philosophy
513;Weariness that wants to reach the ultimate with one leap, with one fatal leap, a poor ignorant weariness that does not want to want any more: this created all gods and afterworlds.;Friedrich Nietzsche; Thus Spoke Zarathustra;philosophy
10633;I write more with the words I leave out.;Bryant McGill; Simple Reminders: Inspiration for Living Your Best Life;philosophy
8516;The longest path leads to the destiny destination.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
2262;The aim of all life is death. Life is the apprenticeship that we serve preparing for death. Life is the fleeting spark of divinity that precedes a deathless eternity.;Kilroy J. Oldster; Dead Toad Scrolls;philosophy
12052;Word – An eternal power,In a wrong place at a wrong time,Inflicts more pain than a weapon;Samir Satam; Postcards From Memory;philosophy
9997;"...hearing again the words from the Gullah woman, All shut-eye ain't sleep; all good-bye ain't gone.";Karen   White; The Time Between;philosophy
10164;Renew energy, revive strength.;Lailah Gifty Akita; Think Great: Be Great!;philosophy
2839;To those that are not accustomed to it the inner beauty appears as ugliness because humanity in general inclines to the outer and knows nothing of the inner.;Wassily Kandinsky; Concerning the Spiritual in Art;philosophy
4741;Your biggest obstacle, is the man in the mirror;Thabiso Monkoe; The Azanian;philosophy
11658;There are times in life when one is in the trough of the wave, and other times when the blessings of the Eternal One wash over us like waves.A Letter to GodPage 85;Antoine D. Ongolo; A Letter to God;philosophy
140;On the whole human beings want to be good, but not too good, and not quite all the time.;George Orwell; All Art is Propaganda: Critical Essays;philosophy
2252;No one should gain access to the important areas of your life if you are not absolutely sure they are there for good reason.;Carlos Wallace; The Other 99 T.Y.M.E.S: Train Your Mind to Enjoy Serenity;philosophy
